Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_027576815.1	ASM2757681v1			Cossypha niveicapilla
GCA_027576295.1	ASM2757629v1			Cossypha polioptera
GCF_001577835.2	Coturnix japonica 2.1	NCBI Coturnix japonica Annotation Release 101	2020-02-06	Coturnix japonica
GCA_028564985.1	ASM2856498v1			Crax fasciolata
GCA_036346035.1	ASM3634603v1			Crossoptilon crossoptilon
GCA_019593555.1	cma1			Crossoptilon mantchuricum
GCA_013397455.1	ASM1339745v1	Annotation submitted by B10K Consortium	2020-07-10	Crotophaga sulcirostris
GCA_025435035.1	ASM2543503v1			Cryptoleucopteryx plumbea
GCA_036873835.1	ASM3687383v1			Crypturellus boucardi
GCA_032275445.1	ASM3227544v1			Crypturellus soui
GCA_034781795.1	ASM3478179v1			Crypturellus tataupa
GCA_013389825.1	ASM1338982v1	Annotation submitted by B10K Consortium	2020-07-08	Crypturellus undulatus
GCF_017976375.1	bCucCan1.pri	GCF_017976375.1-RS_2023_02	2023-02-28	Cuculus canorus
GCF_002901205.1	cyaCae2	NCBI Cyanistes caeruleus Annotation Release 100	2018-02-05	Cyanistes caeruleus
GCA_026167965.1	bCyaSte1.0.p			Cyanocitta stelleri
GCA_008694505.1	ASM869450v1			Cyanoderma ruficeps
GCA_025629865.1	ASM2562986v1			Cyanoliseus patagonus
GCA_024336845.1	ASM2433684v1			Cyanopsitta spixii
GCA_025629965.1	ASM2562996v1			Cyanoramphus novaezelandiae
GCF_013377495.2	CAtr_DNAZoo_HiC_assembly	GCF_013377495.2-RS_2023_02	2023-02-27	Cygnus atratus
GCA_019232035.1	ASM1923203v1			Cygnus buccinator
GCA_014362685.1	C_cygnus_scaffold_01			Cygnus cygnus
GCF_009769625.2	bCygOlo1.pri.v2	NCBI Cygnus olor Annotation Release 100	2021-04-02	Cygnus olor
GCA_038088225.1	pur_monq_1.0			Cyrtonyx montezumae
GCA_013397915.1	ASM1339791v1	Annotation submitted by B10K Consortium	2020-07-10	Daphoenositta chrysoptera
GCA_038442615.1	ASM3844261v1			Daptrius ater
GCA_013397935.1	ASM1339793v1	Annotation submitted by B10K Consortium	2020-07-10	Dasyornis broadbenti
GCA_037837765.1	ASM3783776v1			Delichon dasypus
GCA_035047845.1	ASM3504784v1			Dendrocincla fuliginosa
GCA_035047865.1	ASM3504786v1			Dendrocincla tyrannina
GCA_004320165.1	Dendrocopos noguchii_ver1.0			Dendrocopos noguchii
GCA_026284505.1	ASM2628450v1			Deroptyus accipitrinus
GCA_013396995.1	ASM1339699v1	Annotation submitted by B10K Consortium	2020-07-10	Dicaeum eximium
GCA_013399195.1	ASM1339919v1	Annotation submitted by B10K Consortium	2020-07-10	Dicrurus megarhynchus
GCA_019023105.1	LSU_DiBr_2.0			Diglossa brunneiventris
GCA_035048125.1	ASM3504812v1			Diglossa cyanea
GCA_035582875.1	Dexulans_v1			Diomedea exulans
GCA_024337085.1	ASM2433708v1			Diopsittaca nobilis
GCA_003713285.1	DipMag_1.0			Diphyllodes magnificus
GCA_013397315.1	ASM1339731v1	Annotation submitted by B10K Consortium	2020-07-10	Donacobius atricapilla
GCF_036370855.1	bDroNov1.hap1	GCF_036370855.1-RS_2024_04	2024-04-12	Dromaius novaehollandiae
GCA_013398915.1	ASM1339891v1	Annotation submitted by B10K Consortium	2020-07-10	Dromas ardeola
GCA_033558185.1	BPBGC_Dpav_1.0			Dromococcyx pavoninus
GCA_013400955.1	ASM1340095v1	Annotation submitted by B10K Consortium	2020-07-10	Drymodes brunneopygia
GCF_014839835.1	bDryPub1.pri	GCF_014839835.1-RS_2023_03	2023-03-06	Dryobates pubescens
GCA_013389985.1	ASM1338998v1	Annotation submitted by B10K Consortium	2020-07-08	Dryoscopus gambensis
GCA_011763535.2	ASM1176353v2			Eclectus roratus
GCA_013397115.1	ASM1339711v1	Annotation submitted by B10K Consortium	2020-07-10	Edolisoma coerulescens
GCF_000687185.1	ASM68718v1	NCBI Egretta garzetta Annotation Release 101	2020-08-18	Egretta garzetta
GCA_013398795.1	ASM1339879v1	Annotation submitted by B10K Consortium	2020-07-10	Elachura formosa
GCA_025311575.1	ASM2531157v1			Elanoides forficatus
GCA_026212715.1	ASM2621271v1			Elanus axillaris
GCA_024865655.1	ASM2486565v1			Emberiza elegans
GCA_013398835.1	ASM1339883v1	Annotation submitted by B10K Consortium	2020-07-10	Emberiza fucata
GCA_023644505.1	EAln_1.0			Empidonax alnorum
GCF_003031625.1	ASM303162v1	NCBI Empidonax traillii Annotation Release 100	2019-01-22	Empidonax traillii
GCA_032274645.1	ASM3227464v1			Enicognathus ferrugineus
GCA_030264335.1	ASM3026433v1			Enicognathus leptorhynchus
GCA_024500445.1	MCZ_Ecyan_1.0			Entomyzon cyanotis
GCA_013397615.1	ASM1339761v1	Annotation submitted by B10K Consortium	2020-07-10	Eolophus roseicapilla
GCA_034509425.1	MU_EAus_VIC030_1.0			Eopsaltria australis
GCA_026284865.1	ASM2628486v1			Eos histrio
GCA_024363085.1	ASM2436308v1			Eos semilarvata
GCA_009792885.1	CLO_EAlp_1.0			Eremophila alpestris peregrina
GCA_903797595.2	bEriRub2.2			Erithacus rubecula
GCA_013400515.1	ASM1340051v1	Annotation submitted by B10K Consortium	2020-07-10	Erpornis zantholeuca
GCA_013397435.1	ASM1339743v1	Annotation submitted by B10K Consortium	2020-07-10	Erythrocercus mccallii
GCA_029814485.1	ASM2981448v1			Erythrotriorchis buergersi
GCA_013396675.1	ASM1339667v1	Annotation submitted by B10K Consortium	2020-07-10	Eubucco bourcierii
GCA_003342815.1	eudEle1			Eudromia elegans
GCA_010085355.1	BGI_Echrysoc.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptes chrysocome
GCA_010084205.1	BGI_Echrysol.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptes chrysolophus
GCA_010085365.1	BGI_Echrysoc_fil.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptes filholi
GCA_010082375.1	BGI_Emos.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptes moseleyi
GCA_010080425.1	BGI_Esch.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptes schlegeli
GCA_010078445.1	BGI_Escl.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptes sclateri
GCA_010080465.1	BGI_Emin_alb.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptula albosignata
GCA_010080355.1	BGI_Emin.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptula minor
GCA_010078495.1	BGI_Enov.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Eudyptula novaehollandiae
GCA_013397775.1	ASM1339777v1	Annotation submitted by B10K Consortium	2020-07-10	Eulacestoma nigropectus
GCA_034509185.1	ASM3450918v1			Euphonia xanthogaster
GCA_034781655.1	ASM3478165v1			Eupsittula astec
GCA_026283745.1	ASM2628374v1			Eupsittula aurea
GCA_024320935.1	ASM2432093v1			Eupsittula cactorum
GCA_026284725.1	ASM2628472v1			Eupsittula canicularis
GCA_026284785.1	ASM2628478v1			Eupsittula nana
GCA_011317185.2	ASM1131718v2			Eupsittula pertinax
GCF_000690775.1	ASM69077v1	NCBI Eurypyga helias Annotation Release 100	2014-11-03	Eurypyga helias
GCA_032159205.1	ASM3215920v1			Eurystomus glaucurus suahelicus
GCA_013400335.1	ASM1340033v1	Annotation submitted by B10K Consortium	2020-07-10	Eurystomus gularis
GCA_039878825.1	bCotChi1.hap2			Excalfactoria chinensis
GCA_034781615.1	ASM3478161v1			Falco ardosiaceus
GCA_027564435.1	ASM2756443v1			Falco berigora
GCF_023638135.1	bFalBia1.pri	GCF_023638135.1-RS_2023_05	2023-05-22	Falco biarmicus
GCA_025727955.1	ASM2572795v1			Falco cenchroides
GCF_023634085.1	bFalChe1.pri	GCF_023634085.1-RS_2023_04	2023-04-26	Falco cherrug
GCA_034781875.1	ASM3478187v1			Falco chicquera
GCA_027564205.1	ASM2756420v1			Falco columbarius
GCA_035590535.1	ASM3559053v1			Falco concolor
GCA_027122955.1	ASM2712295v1			Falco deiroleucus
GCA_034782235.1	ASM3478223v1			Falco dickinsoni
GCA_025630005.1	ASM2563000v1			Falco fasciinucha
GCA_027122915.1	ASM2712291v1			Falco femoralis
GCA_034782095.1	ASM3478209v1			Falco jugger
GCA_032274425.1	ASM3227442v1			Falco moluccensis
GCF_017639655.2	bFalNau1.pat	NCBI Falco naumanni Annotation Release 100	2021-05-12	Falco naumanni
GCA_027564455.1	ASM2756445v1			Falco novaeseelandiae
GCA_024432695.1	Barbary10X.pri			Falco pelegrinoides
GCF_023634155.1	bFalPer1.pri	GCF_023634155.1-RS_2023_04	2023-04-26	Falco peregrinus
GCA_963210335.1	bFalPun1.1			Falco punctatus
GCA_027122295.1	ASM2712229v1			Falco rufigularis
GCA_035590425.1	ASM3559042v1			Falco rupicolus
GCF_015220075.1	bFalRus1.pri	NCBI Falco rusticolus Annotation Release 100	2020-11-06	Falco rusticolus
GCA_034782035.1	ASM3478203v1			Falco sparverius
GCA_034782775.1	ASM3478277v1			Falco subbuteo
GCA_024430995.1	CommonKestrel10X.pri			Falco tinnunculus
