Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_014656515.1	OryCel_1.0			Oryzias celebensis
GCA_023969325.1	ASM2396932v1			Oryzias curvinotus
GCA_030512385.1	ASM3051238v1			Oryzias dopingdopingensis
GCA_003999625.1	OJAV_1.1	Annotation submitted by INRA (Fish Physiology and Genomics laboratory)	2019-01-08	Oryzias javanicus
GCF_002234675.1	ASM223467v1	NCBI Oryzias latipes Annotation Release 103	2018-01-31	Oryzias latipes
GCF_002922805.2	ASM292280v2	NCBI Oryzias melastigma Annotation Release 101	2020-09-24	Oryzias melastigma
GCA_037389245.1	ASM3738924v1			Oryzias sinensis
GCA_016861445.1	OryWow_0.9			Oryzias woworae
GCF_963692335.1	fOsmEpe2.1	GCF_963692335.1-RS_2024_01	2024-01-19	Osmerus eperlanus
GCA_038355195.1	fOsmMor3.pri			Osmerus mordax
GCA_026413485.1	ASM2641348v1			Osteogeneiosus militaris
GCA_029822955.1	ASM2982295v1			Ostorhinchus angustatus
GCA_029814465.1	ASM2981446v1			Ostorhinchus cyanosoma
GCA_030068375.1	ASM3006837v1			Ostorhinchus rueppellii
GCA_003573665.1	Novo_Ost_1.0			Oxygymnocypris stewartii
GCA_006937955.1	MPIBA_Ppla_1.0			Pachypanchax playfairii
GCA_028128575.1	ASM2812857v1			Paedocypris carbunculus
GCA_028031935.1	ASM2803193v1			Paedocypris micromegethes
GCA_017309775.1	IMCB_Psing_F_1.0			Paedocypris sp. Pulau Singkep
GCA_943590895.1	fPagMac1			Pagetopsis macropterus
GCA_002897255.1	Pmaj_1.0			Pagrus major
GCA_036937835.1	ASM3693783v1			Pampus argenteus
GCA_022758105.1	PGIGA_1.1	Annotation submitted by GenoFish	2022-03-30	Pangasianodon gigas
GCF_027358585.1	fPanHyp1.pri	GCF_027358585.1-RS_2023_02	2023-02-27	Pangasianodon hypophthalmus
GCA_037577625.1	PBOC_1.1			Pangasius bocourti
GCA_037577785.1	PCON_1.1			Pangasius conchophilus
GCA_022985145.1	PDJA	Annotation submitted by GenoFish	2022-04-19	Pangasius djambal
GCA_033441825.1	PELO_1.1			Pangasius elongatus
GCA_037576825.1	PKRE_1.1			Pangasius krempfi
GCA_037576815.1	PLAR_1.1			Pangasius larnaudii
GCA_037577455.1	PMAC_1.1			Pangasius macronema
GCA_033441845.1	PMEK_1.1			Pangasius mekongensis
GCA_037576675.1	PSAN_1.1			Pangasius sanitwongsei
GCA_015343265.1	ASM1534326v1			Pao palembangensis
GCA_900302745.1	ASM90030274v1			Parablennius parvicornis
GCA_018749465.1	ASM1874946v1			Paracanthobrama guichenoti
GCA_029874595.1	ASM2987459v1			Parachondrostoma miegii
GCA_015110335.1	JXI2.scf			Paracyprichromis brieni
GCA_015103275.1	GPC4.scf			Paracyprichromis nigripinnis
GCA_015105235.1	IQB9.scf			Paracyprichromis sp. 'brieni south' AB-2019
GCA_015108655.1	JWD1.scf			Paracyprichromis sp. 'tembwe' AB-2019
GCF_001970005.1	Flounder_ref_guided_V1.0	NCBI Paralichthys olivaceus Annotation Release 100	2017-02-03	Paralichthys olivaceus
GCF_900634625.1	fParRan2.1	NCBI Parambassis ranga Annotation Release 100	2019-03-12	Parambassis ranga
GCA_900634625.2	fParRan2.2			Parambassis ranga
GCF_030506205.1	PD_contigs_1.0	GCF_030506205.1-RS_2024_05	2024-05-09	Paramisgurnus dabryanus
GCA_026780785.1	ASM2678078v1			Paramormyrops hopkinsi
GCF_002872115.1	PKINGS_0.1	NCBI Paramormyrops kingsleyae Annotation Release 100	2018-01-31	Paramormyrops kingsleyae
GCA_027576875.1	ASM2757687v1			Paramormyrops sp. MAG
GCA_016785265.1	ASM1678526v1			Paraplagusia blochii
GCA_900302295.1	ASM90030229v1			Parasudis fraserbrunneri
GCA_015106735.1	JWD5.scf			Paratilapia polleni
GCA_036785185.1	ASM3678518v1			Paratrypauchen microcephalus
GCA_030014255.1	ASM3001425v1			Parauchenoglanis ngamensis
GCA_030014325.1	ASM3001432v1			Parauchenoglanis pantherinus
GCA_030068025.1	ASM3006802v1			Parauchenoglanis punctatus
GCA_036873895.1	ASM3687389v1			Parotocinclus cabessadecuia
GCA_034780495.1	ASM3478049v1			Parotocinclus cesarpintoi
GCA_034779995.1	ASM3477999v1			Parotocinclus haroldoi
GCA_034780255.1	ASM3478025v1			Parotocinclus maculicauda
GCA_033117975.1	ASM3311797v1			Parotocinclus spilosoma
GCF_036321145.2	Pm_UMD_F_2	GCF_036321145.2-RS_2024_05	2024-05-17	Pelmatolapia mariae
GCA_015108175.1	JWI4.scf			Pelvicachromis taeniatus
GCF_004354835.1	PFLA_1.0	NCBI Perca flavescens Annotation Release 100	2019-03-29	Perca flavescens
GCF_010015445.1	GENO_Pfluv_1.0	NCBI Perca fluviatilis Annotation Release 100	2021-02-23	Perca fluviatilis
GCA_025617405.1	perSch-LR			Perca schrenkii
GCA_040143625.1	CSIRO-AGI_Mcol_v1			Percalates colonorum
GCA_024416835.2	ASM2441683v2			Perccottus glenii
GCA_013375575.1	MU_Pcap_1.0			Percina caprodes
GCA_027575585.1	ASM2757558v1			Percopsis omiscomaycus
GCA_025447815.1	ASM2544781v1			Percopsis transmontana
GCA_000787095.1	PS.fa			Periophthalmodon schlosseri
GCF_009829125.3	fPerMag1.2.pri	GCF_009829125.3-RS_2023_04	2023-04-13	Periophthalmus magnuspinnatus
GCA_019594935.1	ASM1959493v1			Periophthalmus modestus
GCA_015107955.1	IZB2.scf			Perissodus eccentricus
GCA_015105195.1	IQC4.scf			Perissodus microlepis
GCA_015106075.1	IZA8.scf			Perissodus multidentatus
GCA_026774405.1	ASM2677440v1			Petrocephalus microphthalmus
GCA_026780765.1	ASM2678076v1			Petrocephalus schoutedeni
GCA_026780845.1	ASM2678084v1			Petrocephalus sullivani
GCA_026774425.1	ASM2677442v1			Petrocephalus zakoni
GCA_015108095.1	IYA7.scf			Petrochromis famula
GCA_015103155.1	GPH7.scf			Petrochromis fasciolatus
GCA_015106495.1	IWB6.scf			Petrochromis horii
GCA_015111435.1	LDA4.scf			Petrochromis macrognathus
GCA_015110415.1	JXH5.scf			Petrochromis orthognathus
GCA_015103915.1	AWB9.scf			Petrochromis polyodon
GCA_015111355.1	LDC6.scf			Petrochromis sp. 'giant' AB-2019
GCA_015109515.1	KEB4.scf			Petrochromis sp. 'kazumbae' AB-2019
GCA_015111315.1	LDE4.scf			Petrochromis sp. 'kipili brown' AB-2019
GCA_015112775.1	LGB8.scf			Petrochromis sp. 'macrognathus rainbow' AB-2019
GCA_015111455.1	LCF6.scf			Petrochromis sp. 'moshi yellow' AB-2019
GCA_015052525.1	LFA8.scf			Petrochromis sp. 'orthognathus ikola' AB-2019
GCA_015112515.1	LHB3.scf			Petrochromis sp. 'polyodon texas' AB-2019
GCA_015111535.1	LCD5.scf			Petrochromis sp. 'red' AB-2019
GCA_902810495.1	PTv1.0			Petrochromis trewavasae
GCA_902982915.1	HVK001			Phalloptychus januarius
GCA_015108475.1	JWF3.scf			Pharyngochromis acuticeps
GCA_037974425.1	ASM3797442v1			Phenacogrammus interruptus
GCA_037974485.1	ASM3797448v1			Phenacogrammus urotaenia
GCA_036025635.1	ASM3602563v1			Philypnodon grandiceps
GCA_036025475.1	ASM3602547v1			Philypnodon macrostomus
GCA_020510985.1	fPhoLeu1.pri			Pholidichthys leucotaenia
GCA_910591455.2	fPhoGun1.2			Pholis gunnellus
GCA_033366665.1	CNRS_Phodra_1.1			Phoxinus dragarum
GCA_949152265.1	fPhoPho1.1			Phoxinus phoxinus
GCA_900302315.1	ASM90030231v1			Phycis blennoides
GCA_027123565.1	ASM2712356v1			Phycis chesteri
GCA_900302335.1	ASM90030233v1			Phycis phycis
GCF_024500275.1	UOR_Pequ_1.1	GCF_024500275.1-RS_2023_12	2023-12-20	Phycodurus eques
GCF_024500385.1	UOR_Ptae_1.2	GCF_024500385.1-RS_2023_12	2023-12-19	Phyllopteryx taeniolatus
GCA_040208305.1	UNR_Pmes_2.0			Piaractus mesopotamicus
GCF_016745375.1	EPA_FHM_2.0	NCBI Pimephales promelas Annotation Release 100	2021-02-19	Pimephales promelas
GCA_040144785.1	ASM4014478v1			Plagiognathops microlepis
GCA_005024645.1	Liza_haematocheila_0.1			Planiliza haematocheilus
GCF_949316205.1	fPlaFle2.1	GCF_949316205.1-RS_2024_01	2024-01-16	Platichthys flesus
GCA_016801935.1	ASM1680193v1			Platichthys stellatus
GCA_030068045.1	ASM3006804v1			Platyallabes tihoni
GCA_028565615.2	ASM2856561v2			Platytropius siamensis
GCA_015113155.1	LHI6.scf			Plecodus elaviae
GCA_015107295.1	JDI4.scf			Plecodus paradoxus
GCA_015105735.1	INE8.scf			Plecodus straeleni
GCA_036571765.1	ASM3657176v1			Plecoglossus altivelis
GCF_008729295.1	YSFRI_Pleo_2.0	NCBI Plectropomus leopardus Annotation Release 100	2021-07-14	Plectropomus leopardus
GCF_947347685.1	fPlePla1.1	GCF_947347685.1-RS_2023_03	2023-03-11	Pleuronectes platessa
GCA_027576555.1	ASM2757655v1			Plicofollis layardi
GCA_027576675.1	ASM2757667v1			Plicofollis nella
GCA_027576095.1	ASM2757609v1			Plicofollis tonggol
GCA_024760905.1	SWU_Pli_1.0			Plotosus lineatus
GCF_000485575.1	Poecilia_formosa-5.1.2	NCBI Poecilia formosa Annotation Release 101	2016-04-29	Poecilia formosa
GCA_903068115.1	HVK_PGI_001			Poecilia gillii
GCF_001443285.1	P_latipinna-1.0	NCBI Poecilia latipinna Annotation Release 100	2015-12-10	Poecilia latipinna
GCF_001443325.1	P_mexicana-1.0	NCBI Poecilia mexicana Annotation Release 100	2015-12-10	Poecilia mexicana
GCA_033032245.1	UBC_Ppic_1.0			Poecilia picta
GCF_000633615.1	Guppy_female_1.0+MT	NCBI Poecilia reticulata Annotation Release 101	2016-06-10	Poecilia reticulata
GCA_036873795.1	ASM3687379v1			Poecilia velifera
GCA_903068105.1	HVK_PW_001			Poecilia wingei
GCA_911649635.1	HVK_PG_002			Poeciliopsis gracilis
GCA_903067105.1	HVK_PI_001			Poeciliopsis infans
GCA_010883035.1	ASM1088303v1			Poeciliopsis occidentalis
GCA_903067055.1	HVK_PPA_001			Poeciliopsis paucimaculata
GCA_903068095.1	HVK_PPR_001			Poeciliopsis presidionis
GCF_027474105.1	Auburn_PproV2	GCF_027474105.1-RS_2023_04	2023-04-07	Poeciliopsis prolifica
GCA_010277075.1	ASM1027707v1			Poeciliopsis retropinna
GCA_922788865.1	HVK001PTURNERI			Poeciliopsis turneri
GCA_010277015.1	ASM1027701v1			Poeciliopsis turrubarensis
GCA_028583405.1	KU_S6	Annotation submitted by Korea University	2023-02-10	Pogonophryne albipinna
GCA_949987615.1	fPolPol2.1			Pollachius pollachius
GCA_900312635.1	ASM90031263v1			Pollachius virens
GCA_019775955.2	ASM1977595v2			Pollimyrus isidori
GCA_019775915.2	ASM1977591v2			Pollimyrus plagiostoma
GCA_016801845.1	ASM1680184v1			Polydactylus sextarius
GCA_900302305.1	ASM90030230v1			Polymixia japonica
GCF_017654505.1	ASM1765450v1	NCBI Polyodon spathula Annotation Release 100	2021-04-29	Polyodon spathula
GCA_026402145.1	ASM2640214v1			Polypterus bichir lapradei
GCF_016835505.1	ASM1683550v1	NCBI Polypterus senegalus Annotation Release 100	2021-02-23	Polypterus senegalus
GCA_029875035.1	ASM2987503v1			Pomatoschistus microps
GCA_039654305.1	ASM3965430v1			Porochilus rendahli
GCA_004124795.1	ASM412479v1			Poropuntius huangchuchieni
GCA_027576435.1	ASM2757643v1			Potamarius nelsoni
GCA_025447855.1	ASM2544785v1			Potamarius usumacintae
GCA_027576255.1	ASM2757625v1			Potamosilurus coatesi
GCA_027576495.1	ASM2757649v1			Potamosilurus latirostris
GCA_025403505.1	ASM2540350v1			Potamosilurus macrorhynchus
GCA_027576595.1	ASM2757659v1			Potamosilurus velutinus
GCA_025728095.1	ASM2572809v1			Prietella phreatophila
GCA_024036415.1	ASM2403641v1	Annotation submitted by bgi	2022-06-29	Prochilodus magdalenae
GCA_021464625.1	fProSem1.pri.20201207			Proterorhinus semilunaris
GCA_963924005.1	fProBol1.1			Protomyctophum bolini
GCA_028641955.1	ASM2864195v1			Protonibea diacanthus
GCA_030340685.1	ASM3034068v1			Protosalanx chinensis
GCA_040143585.1	CSIRO-AGI_Pmar_v1			Prototroctes maraena
GCA_016785225.1	ASM1678522v1			Psettodes erumei
GCA_029823295.1	ASM2982329v1			Pseudamia nigra
GCA_040143645.1	CSIRO-AGI_Purv_v1			Pseudaphritis urvillii
GCF_902827115.1	fPseGeo1.1	NCBI Pseudochaenichthys georgianus Annotation Release 100	2020-05-01	Pseudochaenichthys georgianus
GCA_902827115.2	fPseGeo1.2			Pseudochaenichthys georgianus
GCA_029874365.1	ASM2987436v1			Pseudochondrostoma polylepis
GCA_900323345.1	ASM90032334v1			Pseudochromis fuscus
GCA_032270725.1	ASM3227072v1			Pseudocrenilabrus philander
GCA_028570925.1	ASM2857092v1			Pseudolaguvia shawi
GCA_026260255.1	ASM2626025v1			Pseudolaguvia tuberculata
GCA_004335475.1	ASM433547v1			Pseudoliparis sp. Yap Trench
GCF_029220125.1	NWPU_hadal_v1	GCF_029220125.1-RS_2023_05	2023-05-24	Pseudoliparis swirei
GCA_037177535.1	ASM3717753v1			Pseudomugil gertrudae
GCA_037177565.1	ASM3717756v1			Pseudomugil signifer
GCA_037177515.1	ASM3717751v1			Pseudomugil tenellus
GCA_038501795.1	ASM3850179v1			Pseudopleuronectes americanus
GCA_024679245.1	ASM2467924v1			Pseudorasbora parva
GCA_016785235.1	ASM1678523v1			Pseudorhombus dupliciocellatus
GCA_026260215.1	ASM2626021v1			Pseudoscaphirhynchus fedtschenkoi
GCA_015107015.1	JUA4.scf			Pseudosimochromis babaulti
GCA_015052425.1	AYC7.scf			Pseudosimochromis curvifrons
GCA_015052565.1	KCE7.scf			Pseudosimochromis marginatus
GCA_947000775.1	pmiles_assembly_v2022			Pterois miles
GCA_024447675.2	IM_AGF_Complete			Pterophyllum scalare
GCA_027422405.1	SKLP_Pkaz_1.1			Ptychobarbus kaznakovi
GCA_015103295.1	FPO1.scf			Ptychochromis oligocanthus
GCF_000239375.1	PunNye1.0	NCBI Pundamilia nyererei Annotation Release 101	2015-08-28	Pundamilia nyererei
GCF_949316345.1	fPunPun2.1	GCF_949316345.1-RS_2024_01	2024-01-11	Pungitius pungitius
GCA_015708565.1	Z03.scf			Pungu maclareni
GCF_018831695.1	ASM1883169v1	NCBI Puntigrus tetrazona Annotation Release 100	2021-08-12	Puntigrus tetrazona
GCF_015220715.1	fPygNat1.pri	NCBI Pygocentrus nattereri Annotation Release 101	2020-11-10	Pygocentrus nattereri
GCA_028570965.1	ASM2857096v1			Pylodictis olivaris
GCA_038496675.1	ASM3849667v1			Rachycentron canadum
GCA_024605115.1	ASM2460511v1			Rastrelliger brachysoma
GCA_024605255.1	ASM2460525v1			Rastrelliger kanagurta
GCA_900302585.1	ASM90030258v1			Regalecus glesne
GCA_015104255.1	IUI4.scf			Reganochromis calliurus
GCA_006182925.3	UL_REHI_2.0			Reinhardtius hippoglossoides
GCA_034769265.1	ASM3476926v1			Remorina albescens
GCA_040143555.1	CSIRO-AGI_Rsem_C1_v1			Retropinna semoni
GCA_037832545.1	ASM3783254v1			Rhabdalestes septentrionalis
GCA_037177495.1	ASM3717749v1			Rhadinocentrus ornatus
GCA_000150935.1	ASM15093v1			Rhamphochromis esox
GCA_963969265.1	fRhaChi2.1			Rhamphochromis sp. 'chilingali'
GCF_029890125.1	OSU_Roscu_1.1	GCF_029890125.1-RS_2023_05	2023-05-17	Rhinichthys klamathensis goyatoka
GCA_029959095.1	fRhiOsc1.0.hap1			Rhinichthys osculus
GCA_039654625.1	ASM3965462v1			Rhinogobio ventralis
GCA_019453435.1	ASM1945343v1			Rhinogobius similis
GCA_037043235.1	Rhuy_ver1			Rhodeus uyekii
GCA_036850595.1	ASM3685059v1			Rhyacichthys aspro
GCA_023566225.1	ASM2356622v1			Romanogobio albipinnatus
GCA_900302605.1	ASM90030260v1			Rondeletia loricata
GCA_021464565.1	fRutRut3.pri.20211004			Rutilus rutilus
GCF_902148845.1	fSalaFa1.1	NCBI Salarias fasciatus Annotation Release 100	2019-07-18	Salarias fasciatus
GCA_030463535.1	fSalBra1.hap2			Salminus brasiliensis
GCF_905237065.1	Ssal_v3.1	NCBI Salmo salar Annotation Release 102	2021-12-15	Salmo salar
GCF_901001165.1	fSalTru1.1	NCBI Salmo trutta Annotation Release 100	2019-06-25	Salmo trutta
GCA_901001165.2	fSalTru1.2			Salmo trutta
GCF_029448725.1	ASM2944872v1	GCF_029448725.1-RS_2023_04	2023-04-27	Salvelinus fontinalis
GCF_016432855.1	SaNama_1.0	NCBI Salvelinus namaycush Annotation Release 100	2021-01-08	Salvelinus namaycush
GCF_002910315.2	ASM291031v2	NCBI Salvelinus alpinus Annotation Release 101	2018-02-18	Salvelinus sp. IW2-2015
GCA_032362345.1	ASM3236234v1			Sandelia bainsii
GCF_008315115.2	SLUC_FBN_1.2	NCBI Sander lucioperca Annotation Release 101	2020-08-21	Sander lucioperca
GCA_031162955.1	sanVit1			Sander vitreus
GCF_963854185.1	fSarPil1.1	GCF_963854185.1-RS_2024_01	2024-01-18	Sardina pilchardus
GCA_030264415.1	ASM3026441v1			Sardinella fimbriata
GCA_034783695.1	ASM3478369v1			Sardinella gibbosa
GCA_032353275.1	ASM3235327v1			Sardinella hualiensis
GCA_030264355.1	ASM3026435v1			Sardinella lemuru
GCA_027497455.2	S_Long_CMFRI_1.2			Sardinella longiceps
GCA_030264315.1	ASM3026431v1			Sardinella tawilis
GCA_015106635.1	JWF4.scf			Sargochromis carlottae
GCA_015708515.1	Z17.scf			Sarotherodon caroli
GCA_015708405.1	Z05.scf			Sarotherodon lohbergeri
GCA_015708585.1	Z07.scf			Sarotherodon steinbachi
GCA_024453875.1	ASM2445387v1			Scardinius erythrophthalmus
GCA_000787155.1	SH.fa			Scartelaos histophorus
GCA_036419115.1	ASM3641911v1			Scarus forsteni
GCF_020382885.2	fScaArg1.pri	NCBI Scatophagus argus Annotation Release 100	2022-01-03	Scatophagus argus
GCA_027474115.1	SKLP_Smal_1.2			Schizopygopsis malacanthus
GCA_027422435.1	SKLP_Spyl_1.3			Schizopygopsis pylzovi
GCA_027422415.1	SKLP_Slan_1.0			Schizothorax lantsangensis
GCA_027576325.1	ASM2757632v1			Sciades assimilis
GCA_028877415.1	ASM2887741v1			Sciades dowii
GCA_026153275.1	ASM2615327v1			Sciades herzbergii
GCA_027576895.1	ASM2757689v1			Sciades mastersi
GCA_027576175.1	ASM2757617v1			Sciades proops
GCA_027575605.1	ASM2757560v1			Sciades troschelii
GCA_033000465.1	ASM3300046v1			Sciaenops ocellatus
GCF_900964775.1	fSclFor1.1	NCBI Scleropages formosus Annotation Release 101	2019-05-06	Scleropages formosus
GCA_021039105.1	S.colias_p1.0			Scomber colias
GCF_027409825.1	fScoJap1.pri	GCF_027409825.1-RS_2023_02	2023-02-25	Scomber japonicus
GCF_963691925.1	fScoSco1.1	GCF_963691925.1-RS_2024_01	2024-01-18	Scomber scombrus
GCA_038419695.1	ASM3841969v1			Scomberomorus guttatus
GCF_022379125.1	ASM2237912v1	NCBI Scophthalmus maximus Annotation Release 101	2022-03-30	Scophthalmus maximus
GCA_028566435.1	ASM2856643v1			Scorpiodoras heckelii
GCA_023238725.1	ASM2323872v1	Annotation submitted by bgi	2022-05-12	Scortum barcoo
GCA_916700875.1	S-aleutianus_SEB-111			Sebastes aleutianus
GCA_916700825.1	S-alutus_KUI2069			Sebastes alutus
GCA_916700955.1	S-atrovirens_xSEB-24			Sebastes atrovirens
GCA_916700975.1	S-auriculatus_S-1A			Sebastes auriculatus
GCA_916700905.1	S-aurora_KUI448			Sebastes aurora
GCA_916700865.1	S-babcocki_HO-4			Sebastes babcocki
GCA_916700835.1	S_baramenuke_131606			Sebastes baramenuke
GCA_916700985.1	S-borealis_KUI2095			Sebastes borealis
GCA_916700855.1	S-carnatus_xSEB-21			Sebastes carnatus
GCA_916700845.1	S-caurinus_SEB-191			Sebastes caurinus
GCA_916700745.1	S_cheni_135386			Sebastes cheni
GCA_916700915.1	S-chlorostictus_xSEB-10			Sebastes chlorostictus
GCA_916700805.1	S-ciliatus_KUI2032			Sebastes ciliatus
GCA_916700895.1	S-constellatus_SEB-71			Sebastes constellatus
GCA_916700755.1	S-crameri_SEB-4			Sebastes crameri
GCA_916700725.1	S-dalli_xSEB-31			Sebastes dallii
GCA_916700945.1	S-diaconus_SEB-21			Sebastes diaconus
GCA_916700885.1	S-diploproa_KUI2154			Sebastes diploproa
GCA_916700925.1	S-elongatus_SEB-146			Sebastes elongatus
GCA_916700965.1	S-ensifer_SEB-163			Sebastes ensifer
GCA_916700775.2	S-entomelas_SEB-8_chr			Sebastes entomelas
GCA_916700705.1	S-exsul_SEB-BAJA-1			Sebastes exsul
GCA_916700765.1	S-fasciatus_KUI2796			Sebastes fasciatus
GCA_916700785.1	S-flavidus_SEB-19			Sebastes flavidus
GCA_916700795.1	S_glaucus_134638			Sebastes glaucus
GCA_916700735.1	S-goodei_SEB-148			Sebastes goodei
GCA_916700695.1	S-helvomaculatus_KUI479			Sebastes helvomaculatus
GCA_916701215.1	S-hopkinsi_xSEB-7			Sebastes hopkinsi
GCA_916701285.1	S_hubbsi_137692			Sebastes hubbsi
GCA_916701085.1	S_inermis_136187			Sebastes inermis
GCA_916701015.1	S_iracundus_136139			Sebastes iracundus
GCA_916701335.1	S_itinus_130931			Sebastes itinus
GCA_916701295.1	S-jordani_KUI517			Sebastes jordani
GCA_916701105.1	S_joyneri_137149			Sebastes joyneri
GCA_916701135.1	S_kiyomatsui_145871			Sebastes kiyomatsui
GCA_916701025.1	S_koreanus_134992			Sebastes koreanus
GCA_916701195.1	S-levis_KUI567			Sebastes levis
GCA_916701265.1	S_maliger_SEB-721			Sebastes maliger
GCA_916701035.1	S_matsubarae_146680			Sebastes matsubarae
GCA_916701325.1	S_melanops_134856			Sebastes melanops
GCA_916701165.1	S-melanostomus_HO-5			Sebastes melanostomus
GCA_916701205.1	S-mentella_KUI3097			Sebastes mentella
GCA_916701275.1	S-miniatus_SEB-74			Sebastes miniatus
GCA_916701305.1	S_minor_135284			Sebastes minor
GCA_916701315.1	S-moseri_SEB-9			Sebastes moseri
GCA_916701245.1	S-mystinus_SEB-17			Sebastes mystinus
GCA_916701055.1	S_nebulosus_SEB-720			Sebastes nebulosus
GCA_000475235.3	ASM47523v3			Sebastes nigrocinctus
GCA_916701345.1	S_nivosus_134373			Sebastes nivosus
GCA_900302655.1	ASM90030265v1			Sebastes norvegicus
GCA_916701225.1	S_nudus_133427			Sebastes nudus
GCA_916701095.1	S_oblongus_137157			Sebastes oblongus
GCA_916701125.1	S-oculatus_ER03			Sebastes oculatus
GCA_916701075.1	S_pachycephalus_137687			Sebastes pachycephalus
GCA_036937225.1	fSebPau1.0.hap1			Sebastes paucispinis
GCA_916701065.2	S-pinniger_SEB-72_chr			Sebastes pinniger
GCA_916701505.1	S-polyspinis_KUI2030			Sebastes polyspinis
GCA_916701495.1	S-proriger_KUI3229			Sebastes proriger
GCA_916701435.1	S-rastrelliger_xSEB-1			Sebastes rastrelliger
GCA_916701525.1	S-reedi_SEB-7			Sebastes reedi
GCA_916701555.1	S-rosaceus_SEB-73			Sebastes rosaceus
GCA_916701545.1	S-rosenblatti_SEB-147			Sebastes rosenblatti
GCA_916701515.1	S-ruberrimus_582396486			Sebastes ruberrimus
GCA_916701605.1	S-rubrivinctus_UW156309			Sebastes rubrivinctus
GCA_916701375.1	S-saxicola_KUI2167			Sebastes saxicola
GCA_014673565.1	ASM1467356v1			Sebastes schlegelii
GCA_916701475.1	S_scythropus_145769			Sebastes scythropus
GCA_916701385.1	S-semicinctus_xSEB-12			Sebastes semicinctus
GCA_916701455.1	S-serriceps_TREE_S68			Sebastes serriceps
GCA_916701425.1	S_steindachneri_141714			Sebastes steindachneri
GCA_916701585.1	S_taczanowskii_133425			Sebastes taczanowskii
GCA_916701625.1	S_thompsoni_137678			Sebastes thompsoni
GCA_916701465.1	S_trivittatus_137156			Sebastes trivittatus
GCF_015220745.1	fSebUmb1.pri	NCBI Sebastes umbrosus Annotation Release 100	2020-11-10	Sebastes umbrosus
GCA_916701445.1	S-variabilis_KUI2038			Sebastes variabilis
GCA_916701405.1	S-variegatus_KUI3213			Sebastes variegatus
GCA_916701615.1	S_vulpes_130347			Sebastes vulpes
GCA_916701595.1	S-wilsoni_KUI3199			Sebastes wilsoni
GCA_916701415.1	S-zacentrus_KUI3201			Sebastes zacentrus
GCA_916701635.1	S_zonatus_130348			Sebastes zonatus
GCA_916701655.1	S_albofasciatus_133423			Sebastiscus albofasciatus
GCA_916701665.1	S_tertius_139529			Sebastiscus tertius
GCA_916701645.2	B-alascanus_SEB-31_chr			Sebastolobus alascanus
GCA_916701675.1	B-altivelis_xSEB-32			Sebastolobus altivelis
GCA_900303245.1	ASM90030324v1			Selene dorsalis
GCA_034552555.1	ASM3455255v1			Semaprochilodus insignis
GCA_022749685.1	fSemPul1.0.p			Semicossyphus pulcher
GCA_031834385.1	ASM3183438v1			Semotilus atromaculatus
GCF_021018895.1	ASM2101889v1	GCF_021018895.1-RS_2023_05	2023-05-24	Seriola aureovittata
GCF_002260705.1	Sdu_1.0	NCBI Seriola dumerili Annotation Release 100	2017-10-02	Seriola dumerili
GCF_002814215.2	Sedor1	NCBI Seriola lalandi dorsalis Annotation Release 100	2021-06-07	Seriola lalandi dorsalis
GCA_002217815.1	Squ_2.0			Seriola quinqueradiata
GCA_002994505.1	ASM299450v1			Seriola rivoliana
GCA_015106695.1	JWF5.scf			Serranochromis macrocephalus
GCA_903364295.1	serranus_cabrilla_genome			Serranus cabrilla
GCA_030347295.1	S_ten_1.0			Setipinna tenuifilis
GCA_946808225.1	fSilAri3.1			Silurus aristotelis
GCA_024362625.1	ASM2436262v1	Annotation submitted by Southwest University	2022-07-25	Silurus asotus
GCA_014706435.1	S_gla_Hod_UTU_1.0			Silurus glanis
GCA_039877035.1	ASM3987703v1			Silurus lanzhouensis
GCF_014805685.1	ASM1480568v1	NCBI Silurus meridionalis Annotation Release 100	2022-02-16	Silurus meridionalis
GCF_900408965.1	fSimDia1.1	NCBI Simochromis diagramma Annotation Release 100	2021-02-24	Simochromis diagramma
GCA_031762415.1	ASM3176241v1			Simpsonichthys santanae
GCA_040182825.1	SW_HiC			Sinibrama wui
GCF_020085105.1	ASM2008510v1	NCBI Siniperca chuatsi Annotation Release 100	2021-09-30	Siniperca chuatsi
GCA_011952075.1	sinKne6b			Siniperca knerii
GCA_029911005.1	ASM2991100v1			Siniperca obscura
GCA_027580175.1	ASM2758017v1			Siniperca scherzeri
GCA_029910985.1	ASM2991098v1			Siniperca undulata
GCA_018155175.1	ASM1815517v1			Sinocyclocheilus anophthalmus
GCF_001515605.1	SAMN03320099.WGS_v1.1	NCBI Sinocyclocheilus anshuiensis Annotation Release 100	2016-04-25	Sinocyclocheilus anshuiensis
GCF_001515645.1	SAMN03320097.WGS_v1.1	NCBI Sinocyclocheilus grahami Annotation Release 100	2016-04-15	Sinocyclocheilus grahami
GCA_018148995.1	ASM1814899v1			Sinocyclocheilus maitianheensis
GCF_001515625.1	SAMN03320098_v1.1	NCBI Sinocyclocheilus rhinocerous Annotation Release 100	2016-04-26	Sinocyclocheilus rhinocerous
GCA_029814505.1	ASM2981450v1			Siphamia roseigaster
GCA_020466265.1	ASM2046626v1			Siphamia tubifer
GCA_026260075.1	ASM2626007v1			Sisor rabdophorus
